timestamp,agent_id,x,y,z,yaw_deg
1777973575.4049,1,0.5878,0.3651,0.3277,6.51
1777973575.4049,2,1.9193,0.1362,0.4386,-13.50
1777973575.4049,3,2.4570,1.7113,0.6869,-28.06
1777973575.4049,4,0.8699,1.7473,0.2288,9.38
1777973575.4049,7,2.3612,0.9279,0.5099,-33.51
1777973575.5058,1,0.5878,0.3651,0.3277,6.51
1777973575.5058,2,1.9237,0.1307,0.4357,-0.52
1777973575.5058,3,2.4570,1.7113,0.6869,-28.06
1777973575.5058,4,0.8711,1.7452,0.2268,8.86
1777973575.5058,7,2.3612,0.9279,0.5099,-33.51
1777973575.6117,1,0.5878,0.3651,0.3277,6.51
1777973575.6117,2,1.9193,0.1362,0.4386,-13.50
1777973575.6117,3,2.4570,1.7113,0.6869,-28.06
1777973575.6117,4,0.8711,1.7452,0.2268,8.86
1777973575.6117,7,2.3612,0.9279,0.5099,-33.51
1777973575.7060,1,0.5878,0.3651,0.3277,6.51
1777973575.7060,2,1.9193,0.1362,0.4386,-13.50
1777973575.7060,3,2.4570,1.7113,0.6869,-28.06
1777973575.7060,4,0.8711,1.7452,0.2268,8.86
1777973575.7060,7,2.3612,0.9279,0.5099,-33.51
1777973575.8056,1,0.5878,0.3651,0.3277,6.51
1777973575.8056,2,1.9193,0.1362,0.4386,-13.50
1777973575.8056,3,2.4570,1.7113,0.6869,-28.06
1777973575.8056,4,0.8711,1.7452,0.2268,8.86
1777973575.8056,7,2.3612,0.9279,0.5099,-33.51
1777973575.9047,1,0.5878,0.3651,0.3277,6.51
1777973575.9047,2,1.9193,0.1362,0.4386,-13.50
1777973575.9047,3,2.4570,1.7113,0.6869,-28.06
1777973575.9047,4,0.8711,1.7452,0.2268,8.86
1777973575.9047,7,2.3612,0.9279,0.5099,-33.51
1777973576.0047,1,0.5878,0.3651,0.3277,6.51
1777973576.0047,2,1.9237,0.1307,0.4357,-0.52
1777973576.0047,3,2.4570,1.7113,0.6869,-28.06
1777973576.0047,4,0.8711,1.7452,0.2268,8.86
1777973576.0047,7,2.3612,0.9279,0.5099,-33.51
1777973576.1046,1,0.5878,0.3651,0.3277,6.51
