timestamp,agent_id,x,y,z,yaw_deg
1777973267.7127,1,2.3942,1.0084,0.4982,2.01
1777973267.7127,2,0.4685,0.4894,0.3087,3.81
1777973267.7127,3,1.5438,0.2822,0.3768,-7.37
1777973267.7127,7,2.3695,2.0138,0.6899,4.59
1777973267.8118,1,2.3942,1.0084,0.4982,2.01
1777973267.8118,2,0.4685,0.4894,0.3087,3.81
1777973267.8118,3,1.5438,0.2822,0.3768,-7.37
1777973267.8118,7,2.3695,2.0138,0.6899,4.59
1777973267.9140,1,2.3942,1.0084,0.4982,2.01
1777973267.9140,2,0.4685,0.4894,0.3087,3.81
1777973267.9140,3,1.5438,0.2822,0.3768,-7.37
1777973267.9140,7,2.3695,2.0138,0.6899,4.59
1777973268.0116,1,2.3942,1.0084,0.4982,2.01
1777973268.0116,2,0.4685,0.4894,0.3087,3.81
1777973268.0116,3,1.5438,0.2822,0.3768,-7.37
1777973268.0116,7,2.3695,2.0138,0.6899,4.59
1777973268.1115,1,2.3942,1.0084,0.4982,2.01
1777973268.1115,2,0.4685,0.4894,0.3087,3.81
1777973268.1115,3,1.5438,0.2822,0.3768,-7.37
1777973268.1115,7,2.3695,2.0138,0.6899,4.59
1777973268.2116,1,2.3942,1.0084,0.4982,2.01
1777973268.2116,2,0.4685,0.4894,0.3087,3.81
1777973268.2116,3,1.5438,0.2822,0.3768,-7.37
1777973268.2116,7,2.3695,2.0138,0.6899,4.59
1777973268.3116,1,2.3942,1.0084,0.4982,2.01
1777973268.3116,2,0.4685,0.4894,0.3087,3.81
1777973268.3116,3,1.5438,0.2822,0.3768,-7.37
1777973268.3116,7,2.3695,2.0138,0.6899,4.59
1777973268.4116,1,2.3942,1.0084,0.4982,2.01
1777973268.4116,2,0.4685,0.4894,0.3087,3.81
1777973268.4116,3,1.5438,0.2822,0.3768,-7.37
1777973268.4116,7,2.3695,2.0138,0.6899,4.59
1777973268.5116,1,2.3942,1.0084,0.4982,2.01
1777973268.5116,2,0.4685,0.4894,0.3087,3.81
1777973268.5116,3,1.5438,0.2822,0.3768,-7.37
1777973268.5116,7,2.3695,2.0138,0.6899,4.59
1777973268.6124,1,2.3942,1.0084,0.4982,2.01
1777973268.6124,2,0.4685,0.4894,0.3087,3.81
1777973268.6124,3,1.5438,0.2822,0.3768,-7.37
1777973268.6124,7,2.3695,2.0138,0.6899,4.59
1777973268.7121,1,2.3942,1.0084,0.4982,2.01
1777973268.7121,2,0.4685,0.4894,0.3087,3.81
1777973268.7121,3,1.5438,0.2822,0.3768,-7.37
1777973268.7121,7,2.3695,2.0138,0.6899,4.59
1777973268.8116,1,2.3942,1.0084,0.4982,2.01
1777973268.8116,2,0.4685,0.4894,0.3087,3.81
1777973268.8116,3,1.5486,0.2846,0.3749,-6.07
1777973268.8116,7,2.3695,2.0138,0.6899,4.59
1777973268.9115,1,2.3942,1.0084,0.4982,2.01
1777973268.9115,2,0.4685,0.4894,0.3087,3.81
1777973268.9115,3,1.5653,0.2758,0.3912,-6.90
1777973268.9115,7,2.3695,2.0138,0.6899,4.59
1777973269.0116,1,2.3942,1.0084,0.4982,2.01
1777973269.0116,2,0.4685,0.4894,0.3087,3.81
1777973269.0116,3,1.6059,0.2695,0.3906,-8.42
1777973269.0116,7,2.3695,2.0138,0.6899,4.59
1777973269.1117,1,2.3942,1.0084,0.4982,2.01
1777973269.1117,2,0.4685,0.4894,0.3087,3.81
1777973269.1117,3,1.6395,0.2633,0.3819,23.10
1777973269.1117,7,2.3695,2.0138,0.6899,4.59
1777973269.2116,1,2.3942,1.0084,0.4982,2.01
1777973269.2116,2,-0.4694,0.4833,0.3080,173.75
1777973269.2116,3,1.6508,0.2592,0.4008,-8.44
1777973269.2116,7,2.3695,2.0138,0.6899,4.59
1777973269.3117,1,2.3942,1.0084,0.4982,2.01
1777973269.3117,2,0.4685,0.4894,0.3087,3.81
1777973269.3117,3,1.6865,0.2505,0.3946,19.67
1777973269.3117,7,2.3695,2.0138,0.6899,4.59
1777973269.4117,1,2.3942,1.0084,0.4982,2.01
1777973269.4117,2,0.4685,0.4894,0.3087,3.81
1777973269.4117,3,1.6979,0.2530,0.3911,-8.59
1777973269.4117,7,2.3695,2.0138,0.6899,4.59
1777973269.5116,1,-1.3996,0.9859,2.0096,178.39
1777973269.5116,2,0.4685,0.4894,0.3087,3.81
1777973269.5116,3,-1.0451,0.2283,1.4345,-169.73
1777973269.5116,7,2.3695,2.0138,0.6899,4.59
1777973269.6116,1,2.3942,1.0084,0.4982,2.01
1777973269.6116,2,0.4685,0.4894,0.3087,3.81
1777973269.6116,3,1.7456,0.2435,0.3919,-11.42
1777973269.6116,7,2.3695,2.0138,0.6899,4.59
1777973269.7115,1,-1.3996,0.9859,2.0096,178.39
1777973269.7115,2,0.4685,0.4894,0.3087,3.81
1777973269.7115,3,-1.0629,0.2189,1.4734,-168.42
1777973269.7115,7,2.3695,2.0138,0.6899,4.59
1777973269.8116,1,2.3942,1.0084,0.4982,2.01
1777973269.8116,2,0.4685,0.4894,0.3087,3.81
1777973269.8116,3,1.7919,0.2299,0.4125,-10.09
1777973269.8116,7,2.3695,2.0138,0.6899,4.59
1777973269.9116,1,2.3942,1.0084,0.4982,2.01
1777973269.9116,2,0.4685,0.4894,0.3087,3.81
1777973269.9116,3,1.8086,0.2302,0.4003,-11.01
1777973269.9116,7,2.3695,2.0138,0.6899,4.59
