timestamp,agent_id,x,y,z,yaw_deg
1777974080.8071,2,1.6874,-0.1747,0.3065,1.93
1777974080.8071,3,1.7398,0.4084,0.4397,-8.09
1777974080.8071,4,1.6971,1.0348,0.5558,-5.03
1777974080.9040,2,1.6874,-0.1747,0.3065,1.93
1777974080.9040,3,1.7398,0.4084,0.4397,-8.09
1777974080.9040,4,1.6971,1.0348,0.5558,-5.03
1777974081.0040,2,1.6874,-0.1747,0.3065,1.93
1777974081.0040,3,1.7170,0.4242,0.4452,0.74
1777974081.0040,4,1.6971,1.0348,0.5558,-5.03
1777974081.1042,2,1.6874,-0.1747,0.3065,1.93
1777974081.1042,3,1.7419,0.4079,0.4390,-8.86
1777974081.1042,4,1.6971,1.0348,0.5558,-5.03
1777974081.2040,2,1.6874,-0.1747,0.3065,1.93
1777974081.2040,3,1.7419,0.4079,0.4390,-8.86
1777974081.2040,4,1.6971,1.0348,0.5558,-5.03
1777974081.3041,2,1.6874,-0.1747,0.3065,1.93
1777974081.3041,3,1.7283,0.4159,0.4429,-8.77
1777974081.3041,4,1.6971,1.0348,0.5558,-5.03
1777974081.4041,2,1.6874,-0.1747,0.3065,1.93
1777974081.4041,3,1.7398,0.4084,0.4397,-8.09
1777974081.4041,4,1.6971,1.0348,0.5558,-5.03
1777974081.5043,2,1.6882,-0.1723,0.3205,1.97
1777974081.5043,3,1.7398,0.4084,0.4397,-8.09
1777974081.5043,4,1.6971,1.0348,0.5558,-5.03
1777974081.6040,2,1.6874,-0.1747,0.3065,1.93
1777974081.6040,3,1.7293,0.4160,0.4434,-8.86
1777974081.6040,4,1.6971,1.0348,0.5558,-5.03
1777974081.7041,2,1.6874,-0.1747,0.3065,1.93
1777974081.7041,3,1.7398,0.4084,0.4397,-8.09
1777974081.7041,4,1.6971,1.0348,0.5558,-5.03
1777974081.8040,2,1.6882,-0.1723,0.3205,1.97
1777974081.8040,3,1.7425,0.3971,0.4462,2.34
1777974081.8040,4,1.6971,1.0348,0.5558,-5.03
1777974081.9043,2,1.6874,-0.1747,0.3065,1.93
1777974081.9043,3,1.7263,0.4162,0.4436,-8.00
1777974081.9043,4,1.6971,1.0348,0.5558,-5.03
1777974082.0040,2,1.6874,-0.1747,0.3065,1.93
1777974082.0040,3,1.7398,0.4084,0.4397,-8.09
1777974082.0040,4,1.6971,1.0348,0.5558,-5.03
1777974082.1052,2,1.6874,-0.1747,0.3065,1.93
1777974082.1052,3,1.7419,0.4079,0.4390,-8.86
1777974082.1052,4,1.6971,1.0348,0.5558,-5.03
1777974082.2041,2,1.6874,-0.1747,0.3065,1.93
1777974082.2041,3,1.7461,0.3978,0.4469,2.12
